id,name,year,start_time,end_time,init_lat,init_lon,vmax,mslp,cities_impacted,storm_track
AL092012,ISAAC,2012,2012-08-20T12:00:00,2012-09-01T06:00:00,15.7,-44.8,70,965,"hit New Orleans, USA as Hurricane, hit Key West, USA as Tropical Storm, hit Varadero, Cuba as Tropical Storm","[(15.7, -44.8, 'LO'), (15.6, -46.8, 'LO'), (15.2, -48.5, 'LO'), (14.9, -50.1, 'TD'), (15.0, -51.6, 'TD'), (15.2, -53.1, 'TS'), (15.4, -54.8, 'TS'), (15.7, -56.6, 'TS'), (15.9, -58.6, 'TS'), (16.1, -60.4, 'TS'), (15.7, -62.0, 'TS'), (15.0, -63.4, 'TS'), (15.1, -65.0, 'TS'), (15.6, -66.4, 'TS'), (15.7, -67.8, 'TS'), (15.4, -69.1, 'TS'), (15.7, -70.4, 'TS'), (16.6, -71.2, 'TS'), (17.3, -71.8, 'TS'), (18.3, -72.7, 'TS'), (19.6, -73.9, 'TS'), (20.1, -74.5, 'TS'), (20.8, -75.2, 'TS'), (21.8, -76.7, 'TS'), (22.7, -78.3, 'TS'), (23.4, -80.0, 'TS'), (23.7, -81.4, 'TS'), (24.2, -82.6, 'TS'), (25.0, -83.6, 'TS'), (25.7, -84.7, 'TS'), (26.3, -85.7, 'TS'), (26.8, -86.7, 'TS'), (27.4, -87.6, 'TS'), (28.0, -88.3, 'HU'), (28.6, -88.8, 'HU'), (28.9, -89.4, 'HU'), (29.0, -89.7, 'HU'), (29.1, -90.0, 'HU'), (29.2, -90.2, 'HU'), (29.4, -90.5, 'HU'), (29.7, -90.8, 'TS'), (30.1, -91.1, 'TS'), (30.6, -91.5, 'TS'), (31.3, -91.9, 'TS'), (32.1, -92.4, 'TS'), (33.1, -92.9, 'TD'), (34.3, -93.5, 'TD'), (35.6, -94.0, 'TD'), (36.8, -94.1, 'TD'), (37.8, -93.9, 'TD'), (38.4, -93.3, 'TD')]"
AL012013,ANDREA,2013,2013-06-05T18:00:00,2013-06-08T18:00:00,25.1,-86.6,55,992,,"[(25.1, -86.6, 'TS'), (25.6, -86.5, 'TS'), (26.7, -86.1, 'TS'), (27.8, -84.9, 'TS'), (28.9, -83.9, 'TS'), (29.5, -83.4, 'TS'), (29.8, -83.0, 'TS'), (31.6, -81.4, 'TS'), (33.5, -80.2, 'TS'), (35.2, -78.6, 'EX'), (37.4, -76.2, 'EX'), (39.9, -73.6, 'EX'), (42.4, -70.4, 'EX'), (44.5, -67.0, 'EX')]"
AL022013,BARRY,2013,2013-06-16T00:00:00,2013-06-21T00:00:00,12.4,-81.5,40,1003,"hit Veracruz, Mexico as Tropical Storm, hit Ciudad del Carmen, Mexico as Tropical Depression","[(12.4, -81.5, 'LO'), (13.4, -82.0, 'LO'), (14.2, -82.8, 'LO'), (14.8, -83.8, 'LO'), (15.3, -84.8, 'LO'), (15.6, -85.9, 'LO'), (16.0, -87.0, 'TD'), (16.3, -87.9, 'TD'), (16.5, -88.4, 'TD'), (16.6, -88.6, 'TD'), (17.0, -89.3, 'TD'), (17.6, -90.3, 'TD'), (18.2, -91.3, 'TD'), (18.8, -92.2, 'TD'), (19.2, -93.1, 'TD'), (19.5, -94.0, 'TS'), (19.6, -94.8, 'TS'), (19.6, -95.4, 'TS'), (19.6, -95.9, 'TS'), (19.6, -96.4, 'TS'), (19.6, -96.5, 'TS'), (19.6, -97.0, 'TD'), (19.6, -97.5, 'LO')]"
AL062013,FERNAND,2013,2013-08-25T12:00:00,2013-08-26T18:00:00,18.7,-94.2,50,1001,"hit Veracruz, Mexico as Tropical Storm, hit Coatzacoalcos, Mexico as Tropical Depression, hit Tuxpan, Mexico as Tropical Depression","[(18.7, -94.2, 'TD'), (18.9, -95.1, 'TS'), (19.2, -95.9, 'TS'), (19.5, -96.3, 'TS'), (19.7, -96.6, 'TS'), (20.1, -97.3, 'TD'), (20.5, -98.2, 'LO')]"
AL102013,INGRID,2013,2013-09-12T06:00:00,2013-09-17T06:00:00,19.3,-92.2,75,983,"hit Veracruz, Mexico as Tropical Storm, hit Ciudad del Carmen, Mexico as Low Pressure Disturbance","[(19.3, -92.2, 'LO'), (19.6, -92.9, 'LO'), (19.7, -93.6, 'TD'), (19.7, -94.1, 'TD'), (19.6, -94.6, 'TD'), (19.3, -95.1, 'TS'), (19.1, -95.3, 'TS'), (19.3, -95.3, 'TS'), (19.6, -95.1, 'TS'), (20.3, -94.6, 'TS'), (21.0, -94.4, 'HU'), (21.6, -94.7, 'HU'), (22.0, -95.2, 'HU'), (22.4, -95.6, 'HU'), (22.7, -95.9, 'HU'), (23.0, -96.2, 'HU'), (23.4, -96.9, 'TS'), (23.7, -97.7, 'TS'), (23.7, -97.8, 'TS'), (23.7, -98.7, 'TS'), (23.7, -99.2, 'TD'), (23.7, -99.7, 'LO')]"
AL122013,KAREN,2013,2013-10-03T06:00:00,2013-10-06T06:00:00,21.5,-86.8,55,998,"hit Cancún, Mexico as Tropical Storm","[(21.5, -86.8, 'TS'), (22.1, -87.4, 'TS'), (22.8, -88.1, 'TS'), (23.3, -88.5, 'TS'), (23.9, -89.0, 'TS'), (24.5, -89.5, 'TS'), (25.2, -89.9, 'TS'), (25.8, -90.2, 'TS'), (26.1, -90.5, 'TS'), (26.7, -91.0, 'TS'), (27.6, -91.6, 'TS'), (27.9, -91.8, 'TS'), (28.1, -91.9, 'TD'), (28.1, -91.9, 'TD')]"
AL052014,DOLLY,2014,2014-09-01T12:00:00,2014-09-04T00:00:00,19.2,-92.3,45,1000,"hit Tampico, Mexico as Tropical Storm, hit Ciudad del Carmen, Mexico as Low Pressure Disturbance","[(19.2, -92.3, 'LO'), (20.0, -93.2, 'TD'), (21.3, -93.4, 'TS'), (22.3, -94.3, 'TS'), (22.8, -95.6, 'TS'), (22.2, -96.7, 'TS'), (22.0, -97.3, 'TS'), (22.0, -97.4, 'TS'), (22.0, -97.7, 'TS'), (21.9, -98.0, 'TS'), (21.8, -98.8, 'LO'), (21.7, -99.8, 'LO'), (21.6, -101.0, 'LO')]"
AL022015,BILL,2015,2015-06-16T00:00:00,2015-06-21T00:00:00,27.0,-94.3,50,997,"hit Corpus Christi, USA as Tropical Storm","[(27.0, -94.3, 'TS'), (27.6, -95.2, 'TS'), (28.0, -96.0, 'TS'), (28.2, -96.7, 'TS'), (28.2, -96.7, 'TS'), (29.1, -96.9, 'TS'), (30.3, -97.1, 'TD'), (31.7, -97.4, 'TD'), (32.6, -97.5, 'TD'), (33.5, -97.3, 'TD'), (34.2, -96.9, 'TD'), (34.8, -96.3, 'TD'), (35.2, -95.5, 'LO'), (35.6, -94.5, 'LO'), (35.9, -93.5, 'LO'), (36.3, -92.3, 'LO'), (36.9, -90.9, 'LO'), (37.4, -89.4, 'LO'), (37.8, -87.8, 'LO'), (38.2, -85.8, 'LO'), (38.5, -83.7, 'LO'), (38.9, -81.3, 'LO')]"
AL032016,COLIN,2016,2016-06-05T12:00:00,2016-06-08T18:00:00,21.6,-88.0,50,987,,"[(21.6, -88.0, 'TD'), (22.4, -87.9, 'TS'), (23.2, -87.8, 'TS'), (24.6, -87.6, 'TS'), (26.4, -87.3, 'TS'), (28.1, -86.1, 'TS'), (29.4, -84.3, 'TS'), (29.8, -83.6, 'TS'), (30.7, -82.1, 'TS'), (33.2, -78.5, 'EX'), (35.5, -74.4, 'EX'), (38.0, -70.0, 'EX'), (40.0, -65.0, 'EX'), (41.0, -61.0, 'EX'), (43.0, -58.0, 'EX')]"
AL042016,DANIELLE,2016,2016-06-18T18:00:00,2016-06-21T06:00:00,19.4,-91.6,40,1007,"hit Ciudad del Carmen, Mexico as Low Pressure Disturbance, hit Tuxpan, Mexico as Tropical Storm","[(19.4, -91.6, 'LO'), (19.7, -92.3, 'LO'), (19.9, -93.2, 'LO'), (19.9, -94.1, 'TD'), (19.8, -94.6, 'TD'), (19.8, -95.1, 'TD'), (20.0, -95.5, 'TS'), (20.7, -96.1, 'TS'), (21.3, -96.8, 'TS'), (21.2, -97.4, 'TS'), (21.1, -97.8, 'TD'), (20.8, -98.7, 'LO')]"
AL052016,EARL,2016,2016-08-02T06:00:00,2016-08-06T12:00:00,16.3,-77.5,75,979,"hit Veracruz, Mexico as Tropical Storm, hit Ciudad del Carmen, Mexico as Tropical Storm, hit Coatzacoalcos, Mexico as Tropical Storm, hit Belize City, Belize as Hurricane","[(16.3, -77.5, 'TS'), (16.3, -79.2, 'TS'), (16.3, -80.8, 'TS'), (16.4, -82.2, 'TS'), (16.0, -83.1, 'TS'), (16.3, -84.3, 'TS'), (16.9, -85.4, 'HU'), (17.3, -86.9, 'HU'), (17.4, -87.8, 'HU'), (17.4, -88.3, 'HU'), (17.4, -89.4, 'TS'), (17.6, -90.3, 'TS'), (18.0, -91.2, 'TS'), (18.3, -92.3, 'TS'), (18.5, -93.5, 'TS'), (18.7, -94.7, 'TS'), (18.9, -95.6, 'TS'), (19.0, -96.0, 'TS'), (19.0, -96.5, 'TS'), (19.0, -97.5, 'TD')]"
AL092016,HERMINE,2016,2016-08-28T18:00:00,2016-09-08T18:00:00,23.8,-81.4,70,981,"hit Key West, USA as Tropical Depression, hit Havana, Cuba as Tropical Depression, hit Varadero, Cuba as Tropical Depression","[(23.8, -81.4, 'TD'), (23.4, -82.4, 'TD'), (23.4, -83.3, 'TD'), (23.5, -84.0, 'TD'), (23.7, -84.6, 'TD'), (23.8, -85.4, 'TD'), (23.8, -86.2, 'TD'), (23.9, -86.8, 'TD'), (24.0, -87.3, 'TD'), (24.1, -87.8, 'TD'), (24.4, -88.0, 'TS'), (24.8, -87.9, 'TS'), (25.1, -87.7, 'TS'), (25.5, -87.2, 'TS'), (26.0, -86.8, 'TS'), (26.9, -86.2, 'TS'), (27.9, -85.5, 'HU'), (29.0, -84.8, 'HU'), (30.1, -84.1, 'HU'), (30.3, -84.0, 'HU'), (30.6, -83.8, 'TS'), (31.4, -82.8, 'TS'), (32.4, -81.2, 'TS'), (33.6, -79.2, 'TS'), (34.9, -77.2, 'TS'), (35.8, -75.5, 'EX'), (36.0, -74.1, 'EX'), (36.3, -72.6, 'EX'), (36.7, -71.3, 'EX'), (36.9, -70.1, 'EX'), (37.0, -69.0, 'EX'), (37.2, -68.4, 'EX'), (37.8, -68.2, 'EX'), (38.6, -68.5, 'EX'), (39.2, -69.3, 'EX'), (39.5, -70.3, 'EX'), (39.6, -71.2, 'EX'), (39.5, -71.8, 'EX'), (39.5, -72.3, 'EX'), (39.2, -72.5, 'EX'), (39.0, -72.4, 'EX'), (39.3, -72.3, 'EX'), (39.5, -72.1, 'EX'), (39.6, -71.8, 'EX'), (39.9, -71.3, 'EX'), (40.6, -70.7, 'EX'), (41.7, -70.0, 'EX')]"
AL142016,MATTHEW,2016,2016-09-28T12:00:00,2016-10-10T00:00:00,13.4,-59.8,145,934,"hit Nassau, Bahamas as Hurricane","[(13.4, -59.8, 'TS'), (13.6, -61.2, 'TS'), (13.9, -62.6, 'TS'), (14.0, -64.0, 'TS'), (14.1, -65.5, 'TS'), (14.2, -66.9, 'HU'), (14.2, -68.1, 'HU'), (14.0, -69.3, 'HU'), (13.8, -70.4, 'HU'), (13.5, -71.2, 'HU'), (13.4, -71.9, 'HU'), (13.4, -72.5, 'HU'), (13.4, -73.1, 'HU'), (13.4, -73.3, 'HU'), (13.5, -73.5, 'HU'), (13.7, -73.9, 'HU'), (14.0, -74.3, 'HU'), (14.2, -74.7, 'HU'), (14.5, -75.0, 'HU'), (14.9, -75.0, 'HU'), (15.4, -75.0, 'HU'), (15.9, -74.9, 'HU'), (16.6, -74.6, 'HU'), (17.5, -74.4, 'HU'), (18.3, -74.3, 'HU'), (18.4, -74.3, 'HU'), (19.3, -74.3, 'HU'), (20.1, -74.3, 'HU'), (20.7, -74.4, 'HU'), (21.4, -74.8, 'HU'), (22.2, -75.4, 'HU'), (23.0, -76.0, 'HU'), (23.8, -76.7, 'HU'), (24.7, -77.5, 'HU'), (25.7, -78.3, 'HU'), (26.7, -79.0, 'HU'), (27.7, -79.7, 'HU'), (28.9, -80.3, 'HU'), (29.7, -80.7, 'HU'), (30.7, -80.6, 'HU'), (31.6, -80.6, 'HU'), (32.1, -80.5, 'HU'), (32.5, -79.9, 'HU'), (33.0, -79.5, 'HU'), (33.5, -79.0, 'HU'), (33.9, -77.3, 'HU'), (34.7, -76.0, 'HU'), (35.0, -74.5, 'EX'), (35.2, -72.8, 'EX'), (35.3, -71.1, 'EX')]"
AL032017,CINDY,2017,2017-06-19T18:00:00,2017-06-24T06:00:00,23.6,-88.6,50,991,,"[(23.6, -88.6, 'DB'), (24.0, -89.2, 'DB'), (24.4, -89.8, 'DB'), (25.0, -90.3, 'DB'), (25.6, -90.6, 'TS'), (26.2, -90.9, 'TS'), (26.8, -91.5, 'TS'), (27.3, -92.3, 'TS'), (27.8, -93.0, 'TS'), (28.5, -93.4, 'TS'), (29.4, -93.6, 'TS'), (29.8, -93.7, 'TS'), (30.5, -93.8, 'TS'), (31.6, -93.8, 'TS'), (32.8, -93.6, 'TD'), (34.2, -92.8, 'TD'), (35.5, -90.8, 'TD'), (36.7, -88.1, 'LO'), (37.7, -84.4, 'LO'), (38.9, -78.5, 'LO')]"
AL062017,EMILY,2017,2017-07-30T18:00:00,2017-08-02T00:00:00,28.4,-85.4,50,1001,"hit Tampa, USA as Tropical Storm","[(28.4, -85.4, 'TD'), (28.0, -84.6, 'TS'), (27.7, -83.9, 'TS'), (27.5, -83.1, 'TS'), (27.5, -82.7, 'TS'), (27.5, -82.2, 'TS'), (27.5, -81.3, 'TD'), (27.8, -80.4, 'TD'), (28.7, -79.5, 'TD'), (29.7, -78.6, 'TD'), (30.7, -78.1, 'LO')]"
AL072017,FRANKLIN,2017,2017-08-06T18:00:00,2017-08-10T12:00:00,15.5,-81.5,75,981,"hit Campeche, Mexico as Tropical Storm","[(15.5, -81.5, 'LO'), (16.1, -82.7, 'TS'), (16.7, -83.6, 'TS'), (17.4, -84.4, 'TS'), (18.1, -85.3, 'TS'), (18.8, -86.6, 'TS'), (19.1, -87.6, 'TS'), (19.2, -87.9, 'TS'), (19.6, -88.9, 'TS'), (19.9, -89.8, 'TS'), (20.2, -90.9, 'TS'), (20.4, -92.2, 'TS'), (20.2, -93.3, 'TS'), (20.2, -94.4, 'HU'), (20.3, -95.5, 'HU'), (20.0, -96.6, 'HU'), (20.0, -96.8, 'TS'), (19.8, -98.3, 'TD')]"
AL092017,HARVEY,2017,2017-08-16T06:00:00,2017-09-02T12:00:00,13.7,-45.8,115,937,"hit Corpus Christi, USA as Hurricane, hit Campeche, Mexico as Low Pressure Disturbance","[(13.7, -45.8, 'LO'), (13.7, -47.4, 'LO'), (13.6, -49.0, 'LO'), (13.6, -50.6, 'LO'), (13.4, -52.0, 'TD'), (13.1, -53.4, 'TD'), (13.0, -55.0, 'TS'), (13.0, -56.6, 'TS'), (13.0, -58.4, 'TS'), (13.1, -59.6, 'TS'), (13.1, -60.3, 'TS'), (13.2, -61.2, 'TS'), (13.2, -62.2, 'TS'), (13.4, -64.0, 'TS'), (13.5, -65.7, 'TS'), (13.7, -67.5, 'TD'), (13.8, -69.2, 'WV'), (14.0, -71.0, 'WV'), (14.2, -72.9, 'WV'), (14.4, -75.0, 'WV'), (14.7, -76.8, 'WV'), (15.1, -78.6, 'WV'), (15.7, -80.5, 'WV'), (16.4, -82.5, 'WV'), (17.3, -84.6, 'WV'), (18.0, -86.4, 'WV'), (18.6, -87.8, 'WV'), (19.4, -88.8, 'WV'), (20.0, -89.7, 'LO'), (20.5, -90.7, 'LO'), (20.9, -91.6, 'LO'), (21.4, -92.3, 'TD'), (21.6, -92.4, 'TS'), (22.0, -92.5, 'TS'), (22.8, -92.6, 'TS'), (23.7, -93.1, 'TS'), (24.4, -93.6, 'HU'), (25.0, -94.4, 'HU'), (25.6, -95.1, 'HU'), (26.3, -95.8, 'HU'), (27.1, -96.3, 'HU'), (27.8, -96.8, 'HU'), (28.0, -96.9, 'HU'), (28.2, -97.1, 'HU'), (28.7, -97.3, 'HU'), (29.0, -97.5, 'TS'), (29.2, -97.4, 'TS'), (29.3, -97.6, 'TS'), (29.1, -97.5, 'TS'), (29.0, -97.2, 'TS'), (28.8, -96.8, 'TS'), (28.6, -96.5, 'TS'), (28.5, -96.2, 'TS'), (28.4, -95.9, 'TS'), (28.2, -95.4, 'TS'), (28.1, -95.0, 'TS'), (28.2, -94.6, 'TS'), (28.5, -94.2, 'TS'), (28.9, -93.8, 'TS'), (29.4, -93.6, 'TS'), (29.8, -93.5, 'TS'), (30.1, -93.4, 'TS'), (30.6, -93.1, 'TS'), (31.3, -92.6, 'TD'), (31.9, -92.2, 'TD'), (32.5, -91.7, 'TD'), (33.4, -90.9, 'TD'), (34.1, -89.6, 'TD'), (34.9, -88.2, 'EX'), (36.0, -87.1, 'EX'), (36.5, -86.4, 'EX'), (37.2, -85.6, 'EX'), (37.9, -84.9, 'EX'), (38.2, -84.7, 'EX')]"
AL112017,IRMA,2017,2017-08-30T00:00:00,2017-09-13T12:00:00,16.1,-26.9,155,914,"hit Tampa, USA as Hurricane, hit Key West, USA as Hurricane, hit Varadero, Cuba as Hurricane","[(16.1, -26.9, 'TD'), (16.2, -28.3, 'TS'), (16.3, -29.7, 'TS'), (16.3, -30.8, 'TS'), (16.3, -31.7, 'TS'), (16.4, -32.5, 'HU'), (16.7, -33.4, 'HU'), (17.1, -34.2, 'HU'), (17.5, -35.1, 'HU'), (17.9, -36.1, 'HU'), (18.4, -37.3, 'HU'), (18.8, -38.5, 'HU'), (19.1, -39.7, 'HU'), (19.1, -41.1, 'HU'), (18.9, -42.6, 'HU'), (18.7, -44.1, 'HU'), (18.5, -45.5, 'HU'), (18.2, -46.7, 'HU'), (17.9, -47.9, 'HU'), (17.6, -49.2, 'HU'), (17.3, -50.4, 'HU'), (17.0, -51.5, 'HU'), (16.8, -52.6, 'HU'), (16.7, -53.9, 'HU'), (16.6, -55.1, 'HU'), (16.6, -56.4, 'HU'), (16.7, -57.8, 'HU'), (16.9, -59.2, 'HU'), (17.3, -60.6, 'HU'), (17.7, -61.8, 'HU'), (17.7, -61.9, 'HU'), (18.1, -63.1, 'HU'), (18.1, -63.3, 'HU'), (18.5, -64.4, 'HU'), (18.6, -64.7, 'HU'), (19.2, -66.2, 'HU'), (19.7, -67.6, 'HU'), (20.2, -69.0, 'HU'), (20.7, -70.4, 'HU'), (21.1, -71.8, 'HU'), (21.5, -73.0, 'HU'), (21.5, -73.2, 'HU'), (21.8, -74.7, 'HU'), (22.0, -76.0, 'HU'), (22.1, -77.2, 'HU'), (22.3, -77.9, 'HU'), (22.4, -78.3, 'HU'), (22.7, -79.3, 'HU'), (23.1, -80.2, 'HU'), (23.4, -80.9, 'HU'), (23.7, -81.3, 'HU'), (24.5, -81.5, 'HU'), (24.7, -81.5, 'HU'), (25.6, -81.7, 'HU'), (25.9, -81.7, 'HU'), (26.8, -81.7, 'HU'), (28.2, -82.2, 'HU'), (29.6, -82.7, 'TS'), (30.9, -83.5, 'TS'), (31.9, -84.4, 'TS'), (32.9, -85.6, 'LO'), (33.8, -86.9, 'LO'), (34.8, -88.1, 'LO'), (35.6, -88.9, 'LO'), (36.2, -89.5, 'LO'), (36.8, -90.1, 'LO')]"
AL132017,KATIA,2017,2017-09-05T12:00:00,2017-09-09T12:00:00,22.2,-97.2,90,972,"hit Tampico, Mexico as Tropical Depression, hit Tuxpan, Mexico as Hurricane","[(22.2, -97.2, 'TD'), (22.4, -97.0, 'TD'), (22.4, -96.7, 'TD'), (22.2, -96.4, 'TS'), (22.0, -95.8, 'TS'), (21.8, -95.2, 'HU'), (21.7, -94.9, 'HU'), (21.6, -94.6, 'HU'), (21.6, -94.6, 'HU'), (21.6, -94.6, 'HU'), (21.5, -95.0, 'HU'), (21.4, -95.3, 'HU'), (21.1, -95.7, 'HU'), (21.1, -96.2, 'HU'), (20.8, -96.9, 'HU'), (20.6, -97.1, 'HU'), (20.3, -97.4, 'TS'), (20.1, -97.7, 'TD')]"
AL162017,NATE,2017,2017-10-03T12:00:00,2017-10-11T00:00:00,10.7,-80.8,80,981,"hit Mobile, USA as Tropical Storm, hit Biloxi, USA as Hurricane, hit Cancún, Mexico as Tropical Storm","[(10.7, -80.8, 'LO'), (11.1, -81.1, 'LO'), (11.4, -81.2, 'LO'), (11.7, -81.4, 'LO'), (12.0, -81.8, 'TD'), (12.3, -82.3, 'TD'), (12.6, -82.7, 'TD'), (13.1, -83.1, 'TS'), (13.9, -83.5, 'TS'), (14.5, -84.0, 'TS'), (15.3, -84.4, 'TS'), (16.3, -84.7, 'TS'), (17.9, -84.7, 'TS'), (19.5, -85.2, 'TS'), (21.3, -85.9, 'TS'), (23.5, -86.5, 'HU'), (25.7, -87.9, 'HU'), (27.6, -88.9, 'HU'), (29.1, -89.2, 'HU'), (30.4, -89.0, 'HU'), (30.5, -88.9, 'TS'), (32.2, -88.0, 'TS'), (34.1, -87.1, 'TD'), (36.2, -85.7, 'LO'), (39.1, -83.4, 'EX'), (41.5, -80.5, 'EX'), (43.1, -76.3, 'EX'), (44.2, -72.0, 'EX'), (45.6, -67.6, 'EX'), (46.1, -63.9, 'EX'), (46.5, -60.4, 'EX'), (47.5, -56.0, 'EX')]"
AL012018,ALBERTO,2018,2018-05-25T12:00:00,2018-05-31T12:00:00,18.8,-87.1,55,990,,"[(18.8, -87.1, 'SD'), (18.7, -86.5, 'SD'), (18.9, -85.9, 'SD'), (19.6, -85.7, 'SD'), (21.3, -85.6, 'SD'), (22.6, -85.3, 'SS'), (23.6, -84.8, 'SS'), (24.9, -84.3, 'SS'), (26.6, -84.4, 'SS'), (27.6, -85.0, 'SS'), (28.2, -85.8, 'TS'), (28.6, -86.0, 'TS'), (29.1, -85.9, 'TS'), (29.8, -85.9, 'TS'), (30.3, -86.0, 'TS'), (30.9, -86.1, 'TD'), (31.9, -86.6, 'TD'), (33.0, -87.0, 'TD'), (34.2, -87.3, 'TD'), (35.4, -87.6, 'TD'), (36.7, -87.9, 'TD'), (38.2, -87.7, 'TD'), (39.9, -87.0, 'TD'), (41.5, -86.0, 'TD'), (43.5, -84.6, 'LO'), (46.0, -83.3, 'LO')]"
AL072018,GORDON,2018,2018-09-02T18:00:00,2018-09-07T18:00:00,22.4,-77.0,60,996,"hit Miami, USA as Tropical Storm, hit Mobile, USA as Tropical Storm, hit Biloxi, USA as Tropical Storm","[(22.4, -77.0, 'DB'), (23.3, -78.2, 'DB'), (24.2, -79.4, 'TD'), (24.6, -80.0, 'TS'), (25.0, -80.5, 'TS'), (25.1, -80.7, 'TS'), (25.2, -80.9, 'TS'), (25.8, -81.9, 'TS'), (26.6, -83.3, 'TS'), (27.2, -84.9, 'TS'), (28.1, -86.2, 'TS'), (28.9, -87.2, 'TS'), (29.8, -88.0, 'TS'), (30.4, -88.5, 'TS'), (30.9, -88.9, 'TS'), (31.9, -89.8, 'TD'), (32.5, -90.4, 'TD'), (33.0, -90.9, 'TD'), (33.5, -91.4, 'TD'), (33.9, -91.7, 'TD'), (34.2, -91.9, 'LO'), (34.4, -92.0, 'LO'), (34.6, -92.1, 'LO'), (35.0, -92.2, 'LO'), (35.5, -92.3, 'LO')]"
AL142018,MICHAEL,2018,2018-10-06T18:00:00,2018-10-15T18:00:00,17.8,-86.6,140,919,,"[(17.8, -86.6, 'LO'), (18.1, -86.9, 'LO'), (18.4, -86.8, 'TD'), (18.8, -86.4, 'TS'), (19.1, -85.7, 'TS'), (19.7, -85.5, 'TS'), (20.2, -85.4, 'TS'), (20.9, -85.1, 'HU'), (21.7, -85.1, 'HU'), (22.7, -85.2, 'HU'), (23.7, -85.8, 'HU'), (24.6, -86.2, 'HU'), (25.6, -86.4, 'HU'), (26.6, -86.5, 'HU'), (27.7, -86.6, 'HU'), (29.0, -86.3, 'HU'), (30.0, -85.5, 'HU'), (30.2, -85.4, 'HU'), (31.5, -84.5, 'HU'), (32.8, -83.2, 'TS'), (34.1, -81.7, 'TS'), (35.6, -80.0, 'TS'), (36.5, -77.7, 'EX'), (37.3, -75.0, 'EX'), (39.1, -70.6, 'EX'), (41.1, -66.1, 'EX'), (43.1, -61.5, 'EX'), (44.8, -55.7, 'EX'), (46.4, -48.2, 'EX'), (47.6, -40.7, 'EX'), (48.4, -33.1, 'EX'), (48.8, -26.1, 'EX'), (48.6, -20.7, 'EX'), (47.5, -16.4, 'EX'), (45.9, -13.5, 'EX'), (44.4, -11.4, 'EX'), (42.8, -10.3, 'EX'), (41.2, -10.0, 'EX')]"
AL022019,BARRY,2019,2019-07-10T12:00:00,2019-07-16T06:00:00,28.5,-86.5,65,993,,"[(28.5, -86.5, 'DB'), (28.1, -87.1, 'DB'), (27.8, -87.6, 'TD'), (27.7, -88.0, 'TS'), (27.7, -88.4, 'TS'), (27.7, -88.8, 'TS'), (27.8, -89.2, 'TS'), (27.9, -89.7, 'TS'), (28.1, -90.2, 'TS'), (28.4, -90.7, 'TS'), (28.6, -91.1, 'TS'), (28.9, -91.5, 'TS'), (29.3, -91.9, 'HU'), (29.6, -92.2, 'HU'), (29.9, -92.4, 'TS'), (30.4, -92.8, 'TS'), (31.0, -93.2, 'TS'), (31.6, -93.5, 'TS'), (32.3, -93.6, 'TS'), (33.0, -93.6, 'TD'), (33.9, -93.6, 'TD'), (34.7, -93.6, 'LO'), (35.5, -93.5, 'LO'), (36.3, -93.3, 'LO'), (37.2, -92.9, 'LO')]"
AL162019,NESTOR,2019,2019-10-17T12:00:00,2019-10-21T00:00:00,22.2,-95.7,50,996,,"[(22.2, -95.7, 'DB'), (22.6, -95.2, 'DB'), (23.2, -94.5, 'DB'), (24.1, -93.0, 'DB'), (25.2, -91.2, 'DB'), (26.4, -89.4, 'TS'), (27.8, -87.8, 'TS'), (28.6, -87.1, 'TS'), (29.3, -86.4, 'EX'), (30.2, -85.4, 'EX'), (31.2, -84.2, 'EX'), (33.1, -81.7, 'EX'), (35.1, -79.1, 'EX'), (37.0, -76.7, 'EX'), (37.5, -74.5, 'EX')]"
