date,min_temp,rainfall,windspeed,humidity,cloudcover,OLS
2/23/21,45,0.0,15,23,Fair,0.0784814222530728
10/9/21,70,0.0,10,45,Partly Cloudy,0.07835815525121506
12/23/21,57,0.0,15,48,Partly Cloudy,0.07816317904045199
8/12/21,79,0.2,0,47,Mostly Cloudy,0.07791713845257851
5/14/21,67,0.0,9,38,Fair,0.07780110152182997
4/5/21,62,0.0,17,48,Partly Cloudy,0.07777747857476527
2/28/21,71,0.0,17,65,Partly Cloudy,0.07722480666592944
1/13/21,39,0.0,8,39,Fair,0.07677612647749038
11/2/21,63,0.0,8,52,Partly Cloudy,0.07638659184027319
3/16/21,68,0.0,10,65,Mostly Cloudy,0.07609868759567681
11/24/21,61,0.0,17,60,Mostly Cloudy,0.07478578267355876
4/26/21,65,0.0,16,45,Partly Cloudy,0.07470863421102131
11/17/21,67,0.0,15,53,Partly Cloudy,0.07380704519249923
10/24/21,70,0.0,9,52,Partly Cloudy,0.07378813238860586
3/6/21,54,0.0,13,32,Fair,0.07364479800842533
2/1/21,44,0.0,8,22,Fair,0.07344661244055713
7/18/21,81,0.0,8,61,Mostly Cloudy,0.07328449049943439
7/4/21,79,0.4,10,50,Mostly Cloudy,0.07316515580481835
10/31/21,53,0.0,6,21,Fair,0.07279892605477399
8/17/21,77,0.0,5,63,Mostly Cloudy,0.07267659375848154
9/11/21,71,0.0,12,43,Mostly Cloudy,0.07258365415492442
10/2/21,76,0.0,3,65,Mostly Cloudy,0.07242157362648959
8/3/21,79,0.3,10,59,Mostly Cloudy,0.07217344178285122
9/27/21,74,0.0,9,57,Mostly Cloudy,0.07152976934993657
9/17/21,74,0.0,7,50,Partly Cloudy,0.07074368229475549
8/20/21,82,0.0,14,43,Partly Cloudy,0.07040640623447318
9/4/21,77,0.0,5,41,Partly Cloudy,0.07023324836759862
12/19/21,50,0.0,12,46,Mostly Cloudy,0.07011069745474816
4/6/21,69,0.0,21,60,Mostly Cloudy / Windy,0.0697146073711044
